designation,source_id,ra,dec,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp
Gaia EDR3 413875491176934656,413875491176934656,19.77551064061403,58.28438810583191,0.5161664935771578,0.3690034,1.3988124,-1.8899425047311458,0.32661283,-0.31503705474937177,0.3563081,199.68447174706827,0.4947822,19.936506,68.19758110458525,5.257293,20.75412,211.06153813961765,4.620591,18.936872,1.8172474
Gaia EDR3 413875491176936832,413875491176936832,19.780475287312246,58.282571371565034,0.3469727870914098,0.03663405,9.471319,-1.4929973597773567,0.028548617,-0.8004582532036788,0.03367637,7550.29044800935,2.4026713,15.992457,3862.764737325691,7.9078298,16.371296,5374.064749989142,7.136334,15.422138,0.9491577
Gaia EDR3 413875491176939008,413875491176939008,19.776288055143596,58.28048725338695,0.30770308854036493,0.04275274,7.197272,-1.9684597284760894,0.031722356,-1.309928650753467,0.03711874,5016.335196277635,1.51121,16.436401,2123.5570476293165,6.4274836,17.020882,4180.763248613401,5.484628,15.6947565,1.3261251
Gaia EDR3 413875491176940672,413875491176940672,19.783681619843634,58.27881083179787,0.38624767909913754,0.035631925,10.839933,-1.6661304484623058,0.028633853,-0.7419036420332692,0.034483172,7082.12405505101,1.8379339,16.061958,3458.481194715085,9.719241,16.49133,5226.101593149486,6.971955,15.452451,1.0388784
Gaia EDR3 413875491176941568,413875491176941568,19.782682491027817,58.277541473746815,0.23598664197095134,0.09200759,2.5648603,-0.1477232004508739,0.07026867,-1.7398501675907523,0.08374327,1322.8796794108976,0.8577291,17.883566,540.8727350082945,4.9884605,18.505804,1142.9672404671412,5.036192,17.102812,1.4029922
Gaia EDR3 413875491176942336,413875491176942336,19.777049962417944,58.27689734160436,0.3122207090966397,0.028610006,10.91299,-1.4968174095223308,0.021549767,-0.8076837426777149,0.024886157,10538.258137274308,2.1710515,15.630445,5694.484810671237,6.999687,15.949906,7014.599639418474,6.168017,15.132888,0.8170185
Gaia EDR3 413875491176943616,413875491176943616,19.779260895223636,58.27575075239554,0.32689412207725577,0.07016816,4.6587243,-1.5409363434640098,0.057494108,-0.7103945911149055,0.065103024,2254.3632832040344,2.1824877,17.304808,849.9704688014276,6.297274,18.015032,2054.1457302037275,7.1663165,16.466318,1.5487137
Gaia EDR3 413875521229672192,413875521229672192,19.773591113237842,58.29767113786032,0.47435289184897433,0.12223513,3.8806593,-1.4213992270375646,0.0958942,-0.7998629833227167,0.11483263,877.0977127386068,0.9505269,18.329746,320.5095681351172,5.420712,19.07394,817.3222337502323,5.0959244,17.466911,1.607029
Gaia EDR3 413875521230664448,413875521230664448,19.77322692727837,58.2906164281884,0.8631272511279233,0.6717668,1.2848614,-0.2912519466755124,0.54137135,-1.5304482923207594,0.6571235,104.65637038398981,0.48753676,20.637953,48.09712249808284,4.503515,21.133244,100.75241547557381,4.764517,19.739758,1.393486
Gaia EDR3 413875521232717184,413875521232717184,19.773910407070662,58.2963646256527,0.7370268125182151,0.18375109,4.0110064,0.7937626610567541,0.13705882,-1.27405486316096,0.16792846,663.4121982294362,0.89321965,18.632908,275.904519234268,7.5764313,19.236645,605.132022580833,5.201399,17.79327,1.4433746
Gaia EDR3 413875521232717312,413875521232717312,19.78348385893106,58.2910382169517,0.4495175342937545,0.13940176,3.224619,-2.6956226285437124,0.10598213,-2.1877543560415527,0.1272691,936.2520745282302,0.90549564,18.258884,413.5045435787272,7.2168193,18.797342,927.8745423472016,8.534722,17.329172,1.4681702
Gaia EDR3 413875525531280896,413875525531280896,19.79229406818765,58.282657808976786,1.0611480125165875,0.42443374,2.50015,0.9737203328097086,0.38878793,-3.608653192656801,0.38813072,255.89396065826773,0.5803599,19.667217,,,,,,,
